지점,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),평균현지기압(hPa),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),최고해면기압 나타난날(yyyymmdd),최저해면기압 나타난날(yyyymmdd),평균수증기압(hPa),최고수증기압(hPa),최저수증기압(hPa),최고수증기압 나타난날(yyyymmdd),최저수증기압 나타난날(yyyymmdd),평균이슬점온도(°C),평균상대습도(%),최소상대습도(%),최소상대습도 나타난날(yyyymmdd),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),소형총증발량(mm),소형일최대증발량(mm),대형총증발량(mm),대형일최대증발량(mm),소형일최대증발량 나타난날(yyyymmdd),대형일최대증발량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),최심적설(cm),최심신적설(cm),3시간신적설합(cm),최심적설 나타난날(yyyymmdd),최심신적설 나타난날(yyyymmdd),평균 최저초상온도(°C),최저초상온도(°C),최저초상온도 나타난날(yyyymmdd),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C),0.2m평균지중온도(°C),0.3m평균지중온도(°C),0.5m평균지중온도(°C),1.0m평균지중온도(°C),1.5m평균지중온도(°C),3.0m평균지중온도(°C),5.0m평균지중온도(°C)
138,2020-01,5.3,9.3,2.3,14.8,-4.5,20200108,20200101,1021.7,1022.2,1032.4,997.5,20200124,20200108,5.6,13.3,1.6,20200107,20200101,-2.3,60,21,20200105,152.3,62.7,,,20200107,,,65.3,3.1,45.5,2.2,20200113,20200113,2.8,12.6,16.4,50,50,20200127,20200127,5.4,3.6,149.7,48.17,228.6,,,,,,-.8,-6.6,20200101,4.4,4.9,5.1,5.6,6.1,8.2,10.6,12.4,16.2,17.5
138,2020-02,6,10.6,1.8,17.8,-6.6,20200224,20200206,1023.2,1023.7,1035.5,1006.2,20200221,20200216,5.8,13.6,1.1,20200212,20200205,-2.3,59,12,20200224,59.9,46.9,,,20200225,,,84.9,5.5,59.7,3.8,20200222,20200222,2.7,7.9,13.2,250,290,20200222,20200217,4,2.4,209,66.22,342.66,,,,,,-1.7,-8,20200206,6.3,6.5,6.7,6.9,7.2,8.4,9.9,11.3,14.6,16.8
138,2020-03,10,15.1,5.4,24.1,-.3,20200321,20200305,1016.7,1017.2,1028.4,998.9,20200303,20200319,7.1,17.4,2.4,20200327,20200306,1,58,15,20200306,29.4,21,,,20200310,,,127.7,8.1,89.1,5.7,20200319,20200319,2.7,9,14.2,250,250,20200319,20200319,4,2.5,236.2,63.55,469.18,,,,,,1.6,-6,20200306,11.8,11.1,11,10.8,10.7,10.4,10.8,11.5,13.8,16.1
138,2020-04,13,18.3,8.3,27.8,3.9,20200430,20200405,1016.1,1016.6,1027.9,1005.8,20200410,20200425,7.4,15.6,2.6,20200430,20200421,1.7,51,10,20200403,45.5,17.6,4.7,2.9,20200419,20200419,20200412,185.6,9.6,130.1,6.7,20200414,20200429,3.3,10.3,14.4,50,50,20200412,20200412,4.1,2.7,280.1,71.11,605.96,,,,,,4.7,-2.2,20200405,16.7,15.6,15.3,15,14.7,13.4,12.9,13,13.8,15.6
138,2020-05,18.9,23.4,15.1,31,10.1,20200502,20200508,1010.3,1010.8,1022.1,995.7,20200507,20200519,14.5,21.7,5.7,20200531,20200514,12.1,69,19,20200514,41.7,23.7,4.7,1.6,20200509,20200509,20200509,171,11,119.7,7.7,20200513,20200513,2.7,7.3,11.7,250,140,20200519,20200508,5.9,3.2,261.3,59.82,612.03,,,,,,11.9,3.7,20200508,23.5,22,21.6,21.1,20.4,17.7,15.9,15.1,14.5,15.4
138,2020-06,23.7,28.1,20.2,35.6,16,20200604,20200607,1006.2,1006.7,1015.7,987.9,20200608,20200630,20.2,29.3,7.8,20200614,20200601,17.4,71,26,20200601,112.9,40.4,15.5,4.5,20200629,20200611,20200611,185.4,11.2,129.8,7.8,20200601,20200601,2.5,7,9.5,250,90,20200615,20200629,5.6,2.9,262.1,59.94,628.95,,,,,,18.3,10.8,20200607,29,27.4,26.9,26.3,25.6,22.2,19.6,18,15.7,15.5
138,2020-07,22.6,25.1,20.5,33.5,16.2,20200720,20200716,1007.5,1008,1016.5,997.8,20200730,20200724,23.4,30.6,16.6,20200720,20200702,19.9,86,51,20200707,346.1,115,15.7,3.7,20200713,20200713,20200727,101.3,6.8,70.8,4.8,20200720,20200720,2.4,7.5,13.1,50,200,20200713,20200720,8.2,5.5,110.5,24.86,374.77,,,,,,19,12.6,20200716,25,24.6,24.4,24.1,23.9,22.6,21.1,20,17.3,15.8
138,2020-08,28.6,32.7,25.4,36.9,21,20200819,20200808,1009,1009.5,1016.4,998.8,20200821,20200810,28.8,36.3,23.7,20200829,20200831,23.4,75,38,20200819,180,95.5,23,11.4,20200808,20200807,20200807,171.9,9,120.1,6.3,20200819,20200819,2.6,6.5,12.8,110,200,20200826,20200810,6.4,3.9,224.6,53.71,519.22,,,,,,23.9,20.6,20200808,32.7,31,30.5,29.7,29,25.8,23.5,22,18.8,16.5
138,2020-09,21.6,24.8,18.7,30.9,13.6,20200903,20200929,1011.6,1012.1,1020.2,960.9,20200927,20200903,19.4,31.3,9.2,20200902,20200920,16.7,76,26,20200920,246.7,103.4,37.1,9.9,20200907,20200903,20200903,118.5,7.8,83.1,5.5,20200903,20200903,3.1,15.5,24.1,140,140,20200903,20200903,6.4,3.8,165.1,44.37,381.74,,,,,,16.4,8,20200919,23.2,23,23.1,23.2,23.4,23.7,23.3,22.8,20.1,17.2
138,2020-10,16.4,20.7,12.6,26.9,6,20201002,20201024,1019.6,1020.1,1028.8,1008.1,20201031,20201004,11.6,20.9,3.6,20201003,20201024,8.5,61,18,20201024,4,3.2,1.6,.4,20201021,20201021,20201022,134.1,7.7,93.9,5.4,20201008,20201008,2.7,10.5,13.1,50,20,20201009,20201009,4.5,2.4,238.5,68.3,430.22,,,,,,9.1,-1,20201024,19.7,19.1,19.3,19.6,19.8,20.4,20.9,21.1,20.1,17.7
138,2020-11,11.3,15.9,7.2,24.9,.7,20201119,20201130,1023.4,1023.9,1034.2,1002.4,20201130,20201119,7.4,22.4,1.8,20201119,20201104,.9,52,11,20201104,20.4,19.3,,,20201119,,,103.7,6.3,72.7,4.4,20201108,20201108,2.5,7.1,11.1,290,290,20201103,20201103,3.6,2.5,189.9,61.62,290.85,,,,,,3.3,-3.9,20201130,11.7,12.1,12.6,13.2,13.8,16.1,17.7,18.7,19.4,18
138,2020-12,3.3,8.4,-.6,15.3,-10.1,20201228,20201231,1024.3,1024.8,1035.8,1011.9,20201201,20201213,3.4,8.5,.6,20201228,20201219,-9.2,42,8,20201219,0,0,,,20201230,,,90,4.1,63,2.8,20201209,20201209,2.8,9.5,14.1,250,270,20201230,20201230,3,.9,230.2,76.05,300.52,,,,,,-5.2,-12.2,20201231,3.3,4,4.7,5.6,6.5,10.2,13.2,15.4,18,17.8
